market,bin_s,sym_i,sym_h,p_i,p_h,or_crude,or_mh,ci_lo,ci_hi
binance,5.0,ETHUSDT,XPLUSDT,0.9404513888888889,0.9575231481481481,1.084303489002926,1.116229812020122,0.6773410046174239,1.5868085390828082
binance,5.0,ETHUSDT,XRPUSDT,0.9404513888888889,0.7028935185185186,1.0931375237758216,1.114157131511604,0.9886192692185518,1.2528934844564135
binance,5.0,ETHUSDT,XVSUSDT,0.9404513888888889,0.1355324074074074,1.7911945455615432,1.7486512087640542,1.4856602153483227,2.095649544440006
binance,5.0,HEMIUSDT,LINKUSDT,0.6777199074074074,0.7530092592592592,0.48838656977071715,1.052799179217159,0.9409968483407296,1.1865109470829671
binance,5.0,HEMIUSDT,LQTYUSDT,0.6777199074074074,0.03234953703703704,1.2595742750085577,1.1883603127408877,0.941613416207349,1.517298822222583
binance,5.0,HEMIUSDT,PLUMEUSDT,0.6777199074074074,0.9414930555555555,0.9534958441014179,1.1350311208248207,0.8661461330333572,1.438703485943861
binance,5.0,HEMIUSDT,PYPLBUSDT,0.6777199074074074,0.02326388888888889,1.0550904320447787,0.9508972468043265,0.7610523020937539,1.310612428237511
binance,5.0,HEMIUSDT,RSRUSDT,0.6777199074074074,0.06689814814814815,0.5055199132309303,0.8303579204040755,0.697542220337594,1.0168398340462534
binance,5.0,HEMIUSDT,SMHBUSDT,0.6777199074074074,0.024016203703703703,2.384498881375531,1.0886334859257816,0.7305481424804823,1.5108070400061464
binance,5.0,HEMIUSDT,SOLUSDT,0.6777199074074074,0.8740162037037037,1.1886998250904453,1.0087028832781337,0.8897350879849207,1.1499104870384556
